0
AARTIIND.NS
ACC.NS
ADANIENT.NS
ADANIPORTS.NS
ABFRL.NS
APLLTD.NS
ALKEM.NS
AMARAJABAT.NS
AMBUJACEM.NS
APOLLOHOSP.NS
APOLLOTYRE.NS
ASHOKLEY.NS
ASIANPAINT.NS
AUBANK.NS
AUROPHARMA.NS
AXISBANK.NS
BAJAJ-AUTO.NS
BAJFINANCE.NS
BAJAJFINSV.NS
BALKRISIND.NS
BANDHANBNK.NS
BANKBARODA.NS
BATAINDIA.NS
BERGEPAINT.NS
BEL.NS
BHARATFORG.NS
BPCL.NS
BHARTIARTL.NS
BHEL.NS
BIOCON.NS
BOSCHLTD.NS
BRITANNIA.NS
CADILAHC.NS
CANBK.NS
CHOLAFIN.NS
CIPLA.NS
CUB.NS
COALINDIA.NS
COFORGE.NS
COLPAL.NS
CONCOR.NS
COROMANDEL.NS
CUMMINSIND.NS
DABUR.NS
DEEPAKNTR.NS
DIVISLAB.NS
DLF.NS
LALPATHLAB.NS
DRREDDY.NS
EICHERMOT.NS
ESCORTS.NS
EXIDEIND.NS
FEDERALBNK.NS
GAIL.NS
GLENMARK.NS
GMRINFRA.NS
GODREJCP.NS
GODREJPROP.NS
GRANULES.NS
GRASIM.NS
GUJGASLTD.NS
HAVELLS.NS
HCLTECH.NS
HDFCAMC.NS
HDFCBANK.NS
HDFCLIFE.NS
HDFC.NS
HEROMOTOCO.NS
HINDALCO.NS
HINDPETRO.NS
HINDUNILVR.NS
ICICIBANK.NS
ICICIGI.NS
ICICIPRULI.NS
IDFCFIRSTB.NS
IBULHSGFIN.NS
IOC.NS
IGL.NS
INDUSTOWER.NS
INDUSINDBK.NS
NAUKRI.NS
INFY.NS
INDIGO.NS
ITC.NS
JINDALSTEL.NS
JSWSTEEL.NS
JUBLFOOD.NS
KOTAKBANK.NS
L&TFH.NS
LTI.NS
LTTS.NS
LT.NS
LICHSGFIN.NS
LUPIN.NS
M&MFIN.NS
MGL.NS
M&M.NS
MANAPPURAM.NS
MARICO.NS
MARUTI.NS
MFSL.NS
MINDTREE.NS
MOTHERSUMI.NS
MPHASIS.NS
MRF.NS
MUTHOOTFIN.NS
NATIONALUM.NS
NAVINFLUOR.NS
NESTLEIND.NS
NAM-INDIA.NS
NMDC.NS
NTPC.NS
ONGC.NS
PAGEIND.NS
PETRONET.NS
PFIZER.NS
PIIND.NS
PIDILITIND.NS
PEL.NS
PFC.NS
POWERGRID.NS
PNB.NS
PVR.NS
RBLBANK.NS
RECLTD.NS
RELIANCE.NS
SBILIFE.NS
SHREECEM.NS
SRTRANSFIN.NS
SIEMENS.NS
SRF.NS
SBIN.NS
SAIL.NS
SUNPHARMA.NS
SUNTV.NS
TATACHEM.NS
TCS.NS
TATACONSUM.NS
TATAMOTORS.NS
TATAPOWER.NS
TATASTEEL.NS
TECHM.NS
INDHOTEL.NS
RAMCOCEM.NS
TITAN.NS
TORNTPHARM.NS
TORNTPOWER.NS
TRENT.NS
TVSMOTOR.NS
ULTRACEMCO.NS
UBL.NS
MCDOWELL-N.NS
UPL.NS
VEDL.NS
IDEA.NS
VOLTAS.NS
WIPRO.NS
ZEEL.NS
